購買ID,会員ID,購入年月日,購入品目,購入数量,購入金額
P0001618,M000267,2026-01-21,鮮魚,2,3108
P0001619,M000267,2025-11-06,有機食品セット,5,19120
P0001620,M000267,2026-02-25,調味料,2,722
P0001621,M000267,2025-12-22,菓子,2,704
P0001622,M000268,2025-08-09,有機食品セット,4,14876
P0001623,M000268,2025-07-29,惣菜,1,873
P0001624,M000268,2026-03-31,鮮魚,2,3502
P0001625,M000268,2025-08-31,惣菜,2,1408
P0001626,M000269,2025-12-31,飲料,2,720
P0001627,M000269,2025-07-07,精肉,5,6340
P0001628,M000269,2025-12-11,精肉,2,2268
P0001629,M000269,2025-10-25,精肉,2,2792
P0001630,M000269,2026-02-18,調味料,5,2315
P0001631,M000269,2026-06-15,果物,3,1668
P0001632,M000269,2026-02-16,有機食品セット,2,8186
P0001633,M000269,2025-12-24,惣菜,5,2285
P0001634,M000270,2025-09-08,野菜,1,557
P0001635,M000270,2025-07-10,惣菜,5,3265
P0001636,M000270,2026-02-18,鮮魚,5,4905
P0001637,M000270,2025-12-17,飲料,3,1215
P0001638,M000270,2025-10-21,果物,4,3916
P0001639,M000271,2026-03-08,飲料,5,2425
P0001640,M000271,2026-03-09,飲料,1,468
P0001641,M000271,2026-04-17,飲料,4,1936
P0001642,M000271,2026-04-28,飲料,1,462
P0001643,M000272,2026-06-10,米・穀物,5,7870
P0001644,M000272,2026-06-14,惣菜,5,4015
P0001645,M000272,2026-06-09,飲料,1,451
P0001646,M000272,2025-12-23,菓子,1,592
P0001647,M000272,2025-07-18,果物,5,4620
P0001648,M000272,2026-01-24,惣菜,4,1728
P0001649,M000272,2025-11-28,鮮魚,5,7255
P0001650,M000272,2026-04-13,鮮魚,4,7216
P0001651,M000273,2025-12-30,惣菜,3,1050
P0001652,M000273,2026-06-30,米・穀物,4,10104
P0001653,M000273,2025-10-17,米・穀物,3,5262
P0001654,M000273,2026-04-19,果物,3,2391
P0001655,M000273,2025-10-17,鮮魚,2,3480
P0001656,M000274,2025-08-23,調味料,4,2156
P0001657,M000274,2025-11-25,野菜,3,1257
P0001658,M000274,2026-02-18,鮮魚,2,3068
P0001659,M000274,2026-03-03,野菜,2,1338
P0001660,M000274,2025-12-30,野菜,2,996
P0001661,M000274,2025-09-20,惣菜,3,1809
P0001662,M000274,2025-09-22,鮮魚,5,5975
P0001663,M000275,2026-06-05,惣菜,1,442
P0001664,M000275,2026-04-21,有機食品セット,4,15276
P0001665,M000275,2025-12-09,精肉,2,2808
P0001666,M000275,2025-08-24,有機食品セット,2,6268
P0001667,M000275,2026-06-06,有機食品セット,5,16620
P0001668,M000275,2025-09-02,飲料,2,510
P0001669,M000275,2025-07-02,鮮魚,1,1228
P0001670,M000275,2025-12-19,菓子,1,586
P0001671,M000275,2026-05-11,飲料,2,840
P0001672,M000276,2026-05-06,調味料,2,906
P0001673,M000276,2026-06-26,菓子,3,1185
P0001674,M000276,2026-06-07,菓子,4,2400
P0001675,M000276,2025-11-04,菓子,3,1584
P0001676,M000276,2026-02-13,精肉,3,5979
P0001677,M000276,2026-03-06,菓子,1,676
P0001678,M000277,2026-06-08,惣菜,5,3250
P0001679,M000277,2026-06-02,野菜,3,1803
P0001680,M000277,2025-11-29,精肉,5,6245
P0001681,M000277,2025-12-31,鮮魚,1,1019
P0001682,M000277,2025-11-21,鮮魚,2,4942
P0001683,M000278,2026-05-13,惣菜,4,2036
P0001684,M000278,2026-01-07,惣菜,1,657
P0001685,M000278,2025-09-14,惣菜,2,1332
P0001686,M000278,2026-03-21,米・穀物,2,6836
P0001687,M000278,2026-01-16,飲料,1,463
P0001688,M000278,2025-07-28,果物,3,2493
P0001689,M000279,2026-06-13,鮮魚,1,989
P0001690,M000279,2025-12-30,果物,3,2490
P0001691,M000279,2026-04-17,果物,4,3780
P0001692,M000279,2025-11-18,調味料,4,1776
P0001693,M000280,2026-04-30,調味料,1,498
P0001694,M000280,2025-12-08,飲料,4,1800
P0001695,M000280,2025-08-10,有機食品セット,4,12904
P0001696,M000280,2025-07-09,精肉,3,3969
P0001697,M000280,2025-09-28,飲料,5,1095
P0001698,M000280,2026-06-18,野菜,3,750
P0001699,M000280,2025-11-19,有機食品セット,3,6936
P0001700,M000281,2025-11-09,惣菜,1,546
P0001701,M000281,2026-01-06,果物,2,1624
P0001702,M000281,2026-05-09,惣菜,1,828
P0001703,M000281,2026-02-15,菓子,4,2716
P0001704,M000281,2026-05-18,飲料,5,2020
P0001705,M000281,2026-03-29,惣菜,3,2103
P0001706,M000281,2025-11-01,飲料,4,2092
P0001707,M000281,2025-11-07,有機食品セット,3,12792
P0001708,M000281,2026-06-28,果物,4,3120
P0001709,M000281,2026-02-19,鮮魚,2,3758
P0001710,M000282,2025-10-15,調味料,3,1440
P0001711,M000282,2025-07-02,菓子,1,475
P0001712,M000282,2026-03-09,精肉,4,5224
P0001713,M000282,2026-05-29,有機食品セット,2,6384
P0001714,M000282,2026-03-19,鮮魚,5,6310
P0001715,M000282,2026-06-01,果物,3,2331
P0001716,M000282,2026-01-17,惣菜,2,1408
P0001717,M000283,2026-03-19,野菜,3,1674
P0001718,M000283,2026-02-14,有機食品セット,2,8170
P0001719,M000283,2026-04-19,野菜,1,494
P0001720,M000283,2025-07-18,惣菜,3,2358
P0001721,M000284,2025-09-13,米・穀物,2,3230
P0001722,M000284,2025-07-04,有機食品セット,3,7548
P0001723,M000284,2026-04-22,菓子,2,1146
P0001724,M000284,2025-12-09,惣菜,5,3345
P0001725,M000285,2025-07-06,鮮魚,2,4196
P0001726,M000285,2026-03-13,米・穀物,1,2852
P0001727,M000285,2025-12-14,菓子,1,489
P0001728,M000285,2025-11-04,精肉,3,4701
P0001729,M000285,2025-07-12,米・穀物,5,11970
P0001730,M000285,2025-07-23,果物,5,2885
P0001731,M000286,2026-02-07,野菜,1,701
P0001732,M000286,2025-12-18,菓子,1,502
P0001733,M000286,2025-10-03,果物,1,1163
P0001734,M000286,2025-10-29,精肉,3,2478
P0001735,M000286,2025-12-01,野菜,4,2992
P0001736,M000286,2025-08-11,果物,3,3330
P0001737,M000287,2026-02-04,精肉,5,6270
P0001738,M000287,2026-03-09,菓子,1,576
P0001739,M000287,2026-06-22,菓子,4,1692
P0001740,M000287,2025-09-07,野菜,5,1465
P0001741,M000288,2026-01-06,有機食品セット,5,16585
P0001742,M000288,2026-01-02,菓子,3,1470
P0001743,M000288,2026-01-14,野菜,2,1046
P0001744,M000288,2025-12-22,精肉,4,4952
P0001745,M000288,2025-12-26,精肉,3,3717
P0001746,M000288,2025-12-04,有機食品セット,4,19748
P0001747,M000289,2026-02-20,精肉,2,3198
P0001748,M000289,2025-08-16,野菜,3,1248
P0001749,M000289,2025-12-05,果物,2,1402
P0001750,M000289,2025-08-18,米・穀物,1,2366
P0001751,M000290,2025-12-06,惣菜,1,553
P0001752,M000290,2026-02-04,野菜,3,1578
P0001753,M000290,2025-12-21,果物,3,2832
P0001754,M000290,2025-07-06,精肉,3,3966
P0001755,M000290,2025-12-10,飲料,4,2244
P0001756,M000290,2026-04-04,精肉,1,1404
P0001757,M000291,2025-08-27,野菜,4,2336
P0001758,M000291,2026-04-26,米・穀物,1,3268
P0001759,M000291,2025-11-28,有機食品セット,4,16572
P0001760,M000291,2025-12-26,飲料,1,306
P0001761,M000292,2026-05-24,果物,4,2960
P0001762,M000292,2025-11-24,米・穀物,4,9936
P0001763,M000292,2026-03-13,鮮魚,4,6244
P0001764,M000292,2026-05-06,有機食品セット,5,15380
P0001765,M000292,2025-09-01,菓子,4,1880
P0001766,M000292,2025-12-27,鮮魚,4,8148
P0001767,M000292,2026-02-23,鮮魚,5,7610
P0001768,M000292,2025-10-20,調味料,5,1645
P0001769,M000293,2025-12-24,飲料,4,1852
P0001770,M000293,2025-12-07,精肉,5,4020
P0001771,M000293,2026-03-20,惣菜,5,4215
P0001772,M000293,2026-06-19,飲料,5,2340
P0001773,M000293,2025-12-18,惣菜,1,738
P0001774,M000293,2025-09-06,有機食品セット,4,23004
P0001775,M000294,2026-01-30,鮮魚,1,1454
P0001776,M000294,2025-11-14,有機食品セット,5,18285
P0001777,M000295,2025-11-18,米・穀物,1,2453
P0001778,M000295,2025-07-25,調味料,2,964
P0001779,M000295,2025-12-08,精肉,5,7610
P0001780,M000295,2026-01-10,菓子,4,2416
P0001781,M000295,2025-12-29,野菜,3,2580
P0001782,M000295,2026-06-12,米・穀物,5,18320
P0001783,M000295,2026-04-12,鮮魚,5,6920
P0001784,M000295,2026-04-11,精肉,1,1352
P0001785,M000295,2026-02-26,菓子,3,1494
P0001786,M000295,2026-01-19,飲料,5,2915
P0001787,M000296,2026-02-27,有機食品セット,2,6474
P0001788,M000296,2025-11-23,菓子,3,1557
P0001789,M000296,2025-08-26,菓子,3,1350
P0001790,M000296,2026-03-20,有機食品セット,5,24195
P0001791,M000296,2026-03-26,野菜,1,555
P0001792,M000296,2025-10-20,鮮魚,2,2828
P0001793,M000296,2025-07-15,米・穀物,2,5672
P0001794,M000297,2025-09-23,菓子,4,2028
P0001795,M000297,2026-01-25,飲料,4,1676
P0001796,M000298,2025-11-08,惣菜,2,1352
P0001797,M000298,2025-12-18,有機食品セット,2,5790
P0001798,M000298,2026-03-18,有機食品セット,5,12220
P0001799,M000298,2025-10-10,飲料,1,285
P0001800,M000298,2026-02-28,菓子,1,370
P0001801,M000299,2025-07-16,菓子,2,722
P0001802,M000299,2025-10-06,飲料,2,808
P0001803,M000299,2025-10-09,精肉,1,1420
P0001804,M000299,2025-10-18,飲料,5,2120
P0001805,M000299,2025-10-06,菓子,3,1821
P0001806,M000299,2026-03-17,鮮魚,3,4620
P0001807,M000299,2026-06-13,調味料,1,506
P0001808,M000299,2025-07-01,惣菜,3,2361
P0001809,M000299,2025-12-03,惣菜,3,1734
P0001810,M000300,2025-09-07,野菜,2,888
P0001811,M000300,2025-10-26,飲料,3,1335
P0001812,M000300,2025-09-10,米・穀物,5,15010
P0001813,M000300,2026-02-09,精肉,4,5452
P0001814,M000300,2026-03-15,鮮魚,5,6800
P0001815,M000300,2025-07-25,飲料,5,1545
P0001816,M000300,2026-06-30,惣菜,3,1431
P0001817,M000301,2026-01-07,調味料,5,3025
P0001818,M000301,2025-09-05,鮮魚,1,1881
P0001819,M000301,2025-12-08,米・穀物,3,9036
P0001820,M000301,2025-11-20,鮮魚,5,9145
P0001821,M000301,2025-12-12,野菜,1,535
P0001822,M000301,2025-07-10,米・穀物,5,12015
P0001823,M000302,2026-06-24,惣菜,2,1026
P0001824,M000302,2026-03-20,鮮魚,5,6740
P0001825,M000302,2025-10-23,果物,3,2295
P0001826,M000302,2026-05-10,有機食品セット,2,6342
P0001827,M000302,2025-10-25,調味料,1,442
P0001828,M000303,2025-09-22,精肉,4,5440
P0001829,M000303,2025-10-14,果物,1,644
P0001830,M000303,2026-02-25,米・穀物,5,11170
P0001831,M000303,2025-09-09,菓子,2,1340
P0001832,M000303,2025-11-11,有機食品セット,1,3206
P0001833,M000303,2025-09-15,菓子,5,3560
P0001834,M000304,2026-04-07,菓子,1,487
P0001835,M000304,2025-09-12,有機食品セット,5,23215
P0001836,M000304,2025-10-09,果物,3,3618
P0001837,M000304,2026-06-25,精肉,5,6900
P0001838,M000304,2026-04-27,野菜,4,2492
P0001839,M000305,2025-07-11,野菜,4,1904
P0001840,M000305,2026-03-16,果物,4,3144
P0001841,M000305,2025-12-28,飲料,5,2585
P0001842,M000305,2025-11-19,鮮魚,1,1689
P0001843,M000305,2025-07-28,菓子,1,706
P0001844,M000305,2025-10-10,惣菜,5,3520
P0001845,M000305,2025-11-04,菓子,5,2445
P0001846,M000306,2025-10-03,精肉,3,3054
P0001847,M000306,2025-12-25,野菜,2,1072
P0001848,M000306,2025-10-16,有機食品セット,1,4413
P0001849,M000306,2026-01-01,鮮魚,5,11000
P0001850,M000307,2026-01-02,菓子,2,1812
P0001851,M000307,2025-08-21,精肉,4,3700
P0001852,M000307,2025-07-08,精肉,1,1321
P0001853,M000308,2025-12-09,菓子,1,593
P0001854,M000308,2026-01-21,米・穀物,2,6130
P0001855,M000308,2026-02-18,惣菜,1,576
P0001856,M000308,2026-06-08,惣菜,2,940
P0001857,M000308,2025-09-03,菓子,1,674
P0001858,M000308,2026-05-18,米・穀物,5,9345
P0001859,M000308,2025-12-18,鮮魚,1,1070
P0001860,M000308,2026-03-26,精肉,2,2646
P0001861,M000308,2026-01-27,飲料,4,1640
P0001862,M000308,2026-05-03,菓子,5,3105
P0001863,M000308,2025-12-03,鮮魚,4,3596
P0001864,M000309,2025-09-19,鮮魚,3,4149
P0001865,M000309,2026-06-26,果物,3,2592
P0001866,M000309,2025-12-11,惣菜,1,547
P0001867,M000309,2025-12-06,果物,4,3344
P0001868,M000309,2025-08-04,果物,4,3988
P0001869,M000309,2025-12-22,調味料,1,338
P0001870,M000309,2025-08-11,精肉,1,980
P0001871,M000309,2026-06-09,菓子,5,2660
P0001872,M000309,2025-12-02,鮮魚,4,5836
P0001873,M000310,2025-08-28,野菜,4,2976
P0001874,M000310,2026-01-08,飲料,2,778
P0001875,M000310,2026-02-02,飲料,2,576
P0001876,M000310,2025-08-14,惣菜,2,1254
P0001877,M000311,2026-04-28,惣菜,2,1132
P0001878,M000311,2025-10-22,飲料,3,627
P0001879,M000311,2025-12-03,有機食品セット,3,13734
P0001880,M000311,2025-11-01,有機食品セット,3,12030
P0001881,M000312,2026-01-16,調味料,1,796
P0001882,M000312,2026-04-14,果物,1,1116
P0001883,M000313,2026-02-03,菓子,5,3635
P0001884,M000313,2026-02-18,精肉,4,5552
P0001885,M000313,2025-11-04,惣菜,3,1677
P0001886,M000313,2026-06-30,調味料,5,2235
P0001887,M000314,2026-03-07,野菜,4,2116
P0001888,M000314,2025-12-09,調味料,3,876
P0001889,M000314,2025-12-14,菓子,5,2725
P0001890,M000314,2026-04-21,有機食品セット,4,12480
P0001891,M000315,2026-02-06,果物,1,794
P0001892,M000315,2025-12-25,惣菜,2,1170
P0001893,M000315,2026-06-21,惣菜,5,3850
P0001894,M000315,2026-06-06,惣菜,5,3855
P0001895,M000315,2026-04-07,果物,1,600
P0001896,M000316,2025-11-24,飲料,2,696
P0001897,M000316,2025-11-14,飲料,1,586
P0001898,M000316,2026-06-09,果物,4,3568
P0001899,M000316,2026-03-10,果物,2,1682
P0001900,M000316,2025-12-27,野菜,1,494
P0001901,M000317,2026-01-02,惣菜,5,4215
P0001902,M000317,2026-02-11,飲料,4,1260
P0001903,M000317,2026-04-11,惣菜,1,595
P0001904,M000317,2025-10-22,精肉,2,3726
P0001905,M000318,2026-06-24,菓子,1,494
P0001906,M000318,2025-10-04,鮮魚,5,8695
P0001907,M000318,2026-04-09,果物,1,478
P0001908,M000318,2025-10-22,精肉,5,8790
P0001909,M000318,2026-01-23,飲料,2,674
P0001910,M000318,2026-03-15,菓子,4,2304
P0001911,M000318,2026-04-04,精肉,5,7095
P0001912,M000318,2025-12-07,果物,5,4960
P0001913,M000318,2025-11-01,飲料,4,1408
P0001914,M000319,2025-12-06,惣菜,3,1722
P0001915,M000319,2026-05-09,野菜,4,1748
P0001916,M000319,2026-04-16,惣菜,3,1887
P0001917,M000319,2026-03-05,飲料,5,2270
P0001918,M000319,2026-01-31,米・穀物,4,8372
P0001919,M000319,2025-11-20,鮮魚,4,6068
P0001920,M000319,2026-06-25,菓子,5,2550
P0001921,M000319,2025-08-27,菓子,4,1512
P0001922,M000320,2026-05-04,調味料,5,3065
P0001923,M000320,2026-04-03,鮮魚,5,7850
P0001924,M000320,2026-02-26,調味料,5,2425
P0001925,M000320,2025-09-03,鮮魚,2,3684
P0001926,M000320,2025-09-22,精肉,3,2148
P0001927,M000320,2025-11-11,飲料,5,2320
P0001928,M000321,2026-05-02,果物,5,3535
P0001929,M000321,2026-06-01,飲料,4,1572
P0001930,M000321,2026-02-18,野菜,4,1560
P0001931,M000321,2025-08-30,飲料,2,1196
P0001932,M000321,2026-02-13,惣菜,1,551
P0001933,M000321,2025-12-01,精肉,1,795
P0001934,M000321,2026-06-29,精肉,5,3620
P0001935,M000322,2025-08-09,調味料,4,1280
P0001936,M000322,2026-05-21,有機食品セット,1,4358
P0001937,M000322,2026-04-15,惣菜,5,3145
P0001938,M000322,2025-12-12,有機食品セット,4,12728
P0001939,M000322,2026-05-23,鮮魚,4,6004
P0001940,M000322,2026-04-29,野菜,1,640
P0001941,M000322,2025-10-02,菓子,2,1260
P0001942,M000323,2025-10-05,鮮魚,4,8272
P0001943,M000323,2025-07-23,惣菜,1,645
P0001944,M000323,2025-11-29,有機食品セット,3,15402
P0001945,M000323,2026-03-02,野菜,4,3176
P0001946,M000323,2025-11-01,菓子,1,619
P0001947,M000324,2025-12-04,鮮魚,4,4748
P0001948,M000324,2025-12-17,鮮魚,3,3255
P0001949,M000324,2026-04-27,菓子,4,2420
P0001950,M000324,2026-03-14,調味料,5,2610
P0001951,M000324,2026-01-27,鮮魚,5,8610
P0001952,M000324,2026-01-14,野菜,3,1524
P0001953,M000324,2026-04-16,果物,5,3385
P0001954,M000324,2026-02-06,惣菜,4,2992
P0001955,M000324,2025-10-28,野菜,5,2665
P0001956,M000324,2026-01-30,有機食品セット,1,3467
P0001957,M000325,2025-08-01,米・穀物,2,7136
P0001958,M000325,2025-12-10,野菜,2,1012
P0001959,M000325,2025-08-11,果物,3,2838
P0001960,M000325,2025-08-07,飲料,4,1184
P0001961,M000325,2026-02-26,惣菜,3,1215
P0001962,M000325,2026-03-11,果物,2,1804
P0001963,M000325,2026-01-25,飲料,2,826
P0001964,M000326,2025-11-14,果物,3,2106
P0001965,M000326,2025-07-11,野菜,5,3550
P0001966,M000326,2025-09-22,野菜,2,986
P0001967,M000326,2025-09-02,飲料,1,481
P0001968,M000326,2026-06-15,精肉,5,5060
P0001969,M000326,2025-12-05,果物,4,3660
P0001970,M000326,2025-09-01,野菜,3,1653
P0001971,M000327,2025-08-05,精肉,3,4953
P0001972,M000327,2026-04-22,惣菜,4,2264
P0001973,M000328,2026-02-19,惣菜,5,2500
P0001974,M000328,2025-07-15,鮮魚,4,6728
P0001975,M000328,2026-04-03,米・穀物,3,8001
P0001976,M000328,2026-05-30,菓子,4,2500
P0001977,M000329,2025-11-08,鮮魚,3,2631
P0001978,M000329,2026-02-22,鮮魚,5,4830
P0001979,M000329,2025-11-22,飲料,3,1368
P0001980,M000329,2026-01-10,飲料,4,1364
P0001981,M000329,2025-07-14,果物,1,859
P0001982,M000329,2025-11-14,菓子,3,1413
P0001983,M000330,2026-01-03,米・穀物,3,8259
P0001984,M000330,2026-04-22,精肉,3,4107
P0001985,M000330,2026-05-31,精肉,1,1297
P0001986,M000330,2026-05-15,菓子,4,3128
P0001987,M000330,2026-05-07,有機食品セット,2,7548
P0001988,M000331,2026-03-07,飲料,1,473
P0001989,M000331,2025-09-12,米・穀物,2,5044
P0001990,M000331,2025-09-21,菓子,1,545
P0001991,M000331,2025-10-29,有機食品セット,4,13176
P0001992,M000331,2026-01-05,惣菜,1,731
P0001993,M000331,2025-12-18,調味料,5,2630
P0001994,M000331,2026-05-16,鮮魚,2,2870
P0001995,M000331,2025-12-05,果物,2,1560
P0001996,M000332,2025-10-14,有機食品セット,5,19190
P0001997,M000332,2026-03-28,精肉,3,3537
P0001998,M000332,2026-05-11,野菜,4,3084
P0001999,M000332,2026-03-06,果物,4,3620
P0002000,M000333,2026-02-27,飲料,4,1980
P0002001,M000333,2026-05-17,野菜,1,728
P0002002,M000333,2026-06-16,果物,5,4245
P0002003,M000333,2025-07-30,果物,3,2634
P0002004,M000333,2026-04-05,野菜,5,2245
P0002005,M000334,2025-10-01,菓子,3,1047
P0002006,M000334,2026-01-29,菓子,4,2412
P0002007,M000334,2026-06-21,惣菜,2,784
P0002008,M000334,2026-01-27,飲料,1,369
P0002009,M000334,2026-06-25,果物,5,3415
P0002010,M000334,2025-12-16,米・穀物,5,15160
P0002011,M000334,2026-04-07,飲料,5,2130
P0002012,M000334,2025-12-18,鮮魚,5,7795
P0002013,M000334,2025-12-12,鮮魚,1,1668
P0002014,M000335,2025-07-11,米・穀物,1,2266
P0002015,M000335,2026-05-31,鮮魚,4,6656
P0002016,M000335,2025-11-11,米・穀物,2,5798
P0002017,M000335,2025-11-09,有機食品セット,4,14456
P0002018,M000335,2026-06-10,鮮魚,2,3982
P0002019,M000335,2025-07-10,飲料,5,1720
P0002020,M000335,2025-11-25,米・穀物,2,5592
P0002021,M000335,2026-02-26,飲料,2,554
P0002022,M000335,2026-02-11,惣菜,2,1298
P0002023,M000336,2025-08-03,米・穀物,5,17665
P0002024,M000336,2026-05-10,有機食品セット,2,8364
P0002025,M000336,2026-03-13,菓子,1,503
P0002026,M000336,2025-07-13,野菜,4,3216
P0002027,M000337,2026-04-28,飲料,3,1140
P0002028,M000337,2026-05-16,鮮魚,4,4684
P0002029,M000337,2026-06-04,菓子,2,1080
P0002030,M000337,2026-03-14,鮮魚,3,5001
P0002031,M000337,2025-07-08,果物,4,4148
P0002032,M000337,2026-04-01,鮮魚,2,3348
P0002033,M000338,2025-08-11,野菜,2,1128
P0002034,M000338,2026-01-28,調味料,4,1900
P0002035,M000338,2026-03-10,果物,2,2234
P0002036,M000338,2025-09-15,鮮魚,2,4020
P0002037,M000338,2025-10-21,菓子,3,1926
P0002038,M000339,2025-10-06,飲料,4,1528
P0002039,M000339,2026-04-19,調味料,4,1256
P0002040,M000339,2026-05-01,飲料,3,1494
P0002041,M000339,2026-05-19,鮮魚,2,3348
P0002042,M000340,2026-02-19,飲料,4,1160
P0002043,M000340,2025-10-03,精肉,3,3651
P0002044,M000340,2025-12-03,菓子,4,2312
P0002045,M000340,2025-12-20,精肉,1,1037
P0002046,M000340,2025-12-04,果物,2,1898
P0002047,M000340,2025-10-01,米・穀物,2,6488
P0002048,M000340,2025-12-09,惣菜,2,1372
P0002049,M000341,2026-04-03,有機食品セット,3,13929
P0002050,M000341,2025-07-31,菓子,4,1888
P0002051,M000341,2025-09-30,野菜,5,2710
P0002052,M000341,2025-07-23,野菜,5,2855
P0002053,M000341,2025-09-29,果物,3,2790
P0002054,M000341,2025-07-19,菓子,5,2235
P0002055,M000342,2025-10-21,果物,3,3351
P0002056,M000342,2025-12-02,野菜,1,374
P0002057,M000342,2025-11-08,精肉,4,4564
P0002058,M000342,2025-10-16,惣菜,3,1620
P0002059,M000343,2026-05-10,鮮魚,2,3312
P0002060,M000343,2026-06-25,鮮魚,5,8530
P0002061,M000343,2025-07-24,野菜,4,2464
P0002062,M000343,2026-05-16,鮮魚,5,8965
P0002063,M000344,2026-01-06,精肉,3,2859
P0002064,M000344,2025-08-18,鮮魚,2,4368
P0002065,M000344,2026-01-16,精肉,5,5820
P0002066,M000344,2026-02-22,飲料,2,684
P0002067,M000345,2025-08-06,鮮魚,3,5772
P0002068,M000345,2025-09-05,野菜,5,2265
P0002069,M000345,2025-10-25,精肉,4,4948
P0002070,M000345,2026-03-10,菓子,1,524
P0002071,M000345,2025-10-15,調味料,4,2152
P0002072,M000345,2025-11-26,惣菜,3,777
P0002073,M000346,2025-12-11,菓子,3,1398
P0002074,M000346,2025-08-23,精肉,1,711
P0002075,M000346,2026-04-14,精肉,1,1458
P0002076,M000346,2025-07-02,果物,5,5635
P0002077,M000346,2025-07-03,有機食品セット,2,8166
P0002078,M000346,2025-12-15,調味料,1,450
P0002079,M000346,2026-03-20,調味料,1,534
P0002080,M000346,2026-02-28,精肉,1,1409
P0002081,M000347,2026-05-10,菓子,4,1808
P0002082,M000347,2026-02-14,菓子,3,1566
P0002083,M000347,2025-10-03,調味料,2,844
P0002084,M000347,2026-06-24,惣菜,2,1160
P0002085,M000347,2025-09-19,米・穀物,5,13995
P0002086,M000347,2025-11-05,精肉,2,2442
P0002087,M000348,2025-09-12,野菜,3,1578
P0002088,M000348,2025-12-30,調味料,5,1900
P0002089,M000348,2025-10-11,菓子,1,511
P0002090,M000348,2025-11-13,果物,3,2406
P0002091,M000348,2025-08-27,野菜,3,1743
P0002092,M000348,2026-01-01,飲料,4,1288
P0002093,M000349,2025-09-26,鮮魚,1,1624
P0002094,M000349,2025-08-05,野菜,4,2436
P0002095,M000349,2026-01-22,鮮魚,4,6620
P0002096,M000349,2026-03-23,果物,5,4860
