明細ID,取引ID,商品ID,商品名,数量,金額
D00003326,T0001094,G05,牛肉（国産）,2,1745
D00003327,T0001094,G06,鶏むね肉,3,1446
D00003328,T0001094,G02,レタス,1,198
D00003329,T0001095,G01,トマト,1,252
D00003330,T0001095,G08,まぐろ刺身,2,1722
D00003331,T0001095,G02,レタス,3,600
D00003332,T0001095,G12,緑茶ペットボトル,1,123
D00003333,T0001096,G02,レタス,2,390
D00003334,T0001096,G02,レタス,1,180
D00003335,T0001096,G08,まぐろ刺身,1,771
D00003336,T0001096,G13,コーヒー豆,1,839
D00003337,T0001097,G04,バナナ,1,221
D00003338,T0001097,G03,りんご,1,294
D00003339,T0001097,G10,食パン,1,252
D00003340,T0001097,G11,からあげ弁当,1,622
D00003341,T0001098,G01,トマト,3,764
D00003342,T0001098,G06,鶏むね肉,1,501
D00003343,T0001098,G16,しょうゆ,1,323
D00003344,T0001098,G13,コーヒー豆,1,812
D00003345,T0001098,G11,からあげ弁当,1,541
D00003346,T0001099,G01,トマト,3,815
D00003347,T0001099,G01,トマト,1,262
D00003348,T0001099,G03,りんご,2,576
D00003349,T0001100,G11,からあげ弁当,3,1651
D00003350,T0001100,G08,まぐろ刺身,2,1752
D00003351,T0001100,G07,さば,3,1169
D00003352,T0001101,G11,からあげ弁当,1,622
D00003353,T0001101,G05,牛肉（国産）,2,1879
D00003354,T0001101,G11,からあげ弁当,2,1110
D00003355,T0001101,G14,ポテトチップス,2,353
D00003356,T0001101,G03,りんご,2,659
D00003357,T0001102,G12,緑茶ペットボトル,3,404
D00003358,T0001103,G07,さば,3,1365
D00003359,T0001103,G11,からあげ弁当,1,618
D00003360,T0001103,G16,しょうゆ,3,1060
D00003361,T0001103,G07,さば,2,847
D00003362,T0001103,G02,レタス,1,201
D00003363,T0001104,G01,トマト,3,756
D00003364,T0001104,G09,こしひかり5kg,1,2887
D00003365,T0001105,G04,バナナ,3,592
D00003366,T0001105,G14,ポテトチップス,2,322
D00003367,T0001106,G12,緑茶ペットボトル,3,387
D00003368,T0001106,G15,チョコレート,1,218
D00003369,T0001106,G02,レタス,1,184
D00003370,T0001106,G01,トマト,3,722
D00003371,T0001106,G06,鶏むね肉,2,963
D00003372,T0001107,G06,鶏むね肉,1,428
D00003373,T0001107,G02,レタス,3,559
D00003374,T0001107,G10,食パン,2,455
D00003375,T0001108,G14,ポテトチップス,1,169
D00003376,T0001108,G01,トマト,2,540
D00003377,T0001108,G02,レタス,1,179
D00003378,T0001108,G02,レタス,2,349
D00003379,T0001109,G01,トマト,2,505
D00003380,T0001109,G06,鶏むね肉,1,499
D00003381,T0001109,G06,鶏むね肉,3,1515
D00003382,T0001109,G12,緑茶ペットボトル,3,380
D00003383,T0001110,G02,レタス,2,385
D00003384,T0001110,G03,りんご,1,336
D00003385,T0001110,G16,しょうゆ,2,647
D00003386,T0001111,G11,からあげ弁当,3,1686
D00003387,T0001112,G06,鶏むね肉,1,485
D00003388,T0001112,G01,トマト,2,518
D00003389,T0001112,G02,レタス,1,176
D00003390,T0001113,G11,からあげ弁当,3,1755
D00003391,T0001114,G01,トマト,2,563
D00003392,T0001114,G12,緑茶ペットボトル,2,260
D00003393,T0001114,G05,牛肉（国産）,2,1887
D00003394,T0001114,G16,しょうゆ,3,1028
D00003395,T0001115,G10,食パン,2,458
D00003396,T0001115,G04,バナナ,1,221
D00003397,T0001115,G10,食パン,2,453
D00003398,T0001116,G01,トマト,3,728
D00003399,T0001116,G03,りんご,3,1021
D00003400,T0001116,G04,バナナ,2,457
D00003401,T0001116,G14,ポテトチップス,3,477
D00003402,T0001117,G01,トマト,2,500
D00003403,T0001117,G15,チョコレート,1,207
D00003404,T0001117,G04,バナナ,1,198
D00003405,T0001117,G04,バナナ,1,192
D00003406,T0001118,G12,緑茶ペットボトル,2,269
D00003407,T0001119,G15,チョコレート,1,220
D00003408,T0001119,G04,バナナ,3,638
D00003409,T0001119,G08,まぐろ刺身,1,788
D00003410,T0001119,G04,バナナ,1,209
D00003411,T0001120,G09,こしひかり5kg,2,5036
D00003412,T0001120,G16,しょうゆ,3,1079
D00003413,T0001120,G06,鶏むね肉,2,973
D00003414,T0001120,G14,ポテトチップス,2,343
D00003415,T0001121,G03,りんご,3,1014
D00003416,T0001121,G04,バナナ,1,217
D00003417,T0001121,G10,食パン,3,649
D00003418,T0001122,G10,食パン,1,238
D00003419,T0001122,G12,緑茶ペットボトル,1,147
D00003420,T0001122,G07,さば,1,400
D00003421,T0001123,G09,こしひかり5kg,3,8749
D00003422,T0001123,G14,ポテトチップス,2,343
D00003423,T0001123,G05,牛肉（国産）,2,1886
D00003424,T0001123,G14,ポテトチップス,2,357
D00003425,T0001124,G16,しょうゆ,2,615
D00003426,T0001124,G02,レタス,1,193
D00003427,T0001124,G12,緑茶ペットボトル,3,389
D00003428,T0001124,G05,牛肉（国産）,2,1961
D00003429,T0001124,G05,牛肉（国産）,1,890
D00003430,T0001125,G10,食パン,1,229
D00003431,T0001125,G06,鶏むね肉,2,897
D00003432,T0001125,G04,バナナ,2,448
D00003433,T0001126,G02,レタス,3,544
D00003434,T0001126,G11,からあげ弁当,1,614
D00003435,T0001126,G14,ポテトチップス,2,359
D00003436,T0001126,G03,りんご,1,337
D00003437,T0001126,G15,チョコレート,2,466
D00003438,T0001127,G04,バナナ,1,211
D00003439,T0001128,G09,こしひかり5kg,3,8833
D00003440,T0001128,G14,ポテトチップス,3,476
D00003441,T0001128,G12,緑茶ペットボトル,3,384
D00003442,T0001128,G14,ポテトチップス,3,533
D00003443,T0001128,G13,コーヒー豆,2,1683
D00003444,T0001129,G12,緑茶ペットボトル,2,297
D00003445,T0001129,G03,りんご,1,308
D00003446,T0001129,G16,しょうゆ,1,342
D00003447,T0001130,G14,ポテトチップス,3,534
D00003448,T0001131,G15,チョコレート,3,655
D00003449,T0001131,G03,りんご,3,896
D00003450,T0001131,G12,緑茶ペットボトル,2,258
D00003451,T0001131,G01,トマト,3,838
D00003452,T0001131,G04,バナナ,3,634
D00003453,T0001132,G12,緑茶ペットボトル,1,137
D00003454,T0001132,G11,からあげ弁当,2,1123
D00003455,T0001132,G10,食パン,1,209
D00003456,T0001133,G07,さば,2,883
D00003457,T0001133,G10,食パン,2,466
D00003458,T0001133,G02,レタス,3,581
D00003459,T0001133,G06,鶏むね肉,2,1008
D00003460,T0001133,G12,緑茶ペットボトル,1,129
D00003461,T0001134,G05,牛肉（国産）,1,898
D00003462,T0001134,G02,レタス,1,191
D00003463,T0001134,G12,緑茶ペットボトル,2,285
D00003464,T0001134,G12,緑茶ペットボトル,2,254
D00003465,T0001135,G14,ポテトチップス,2,311
D00003466,T0001135,G07,さば,1,448
D00003467,T0001135,G08,まぐろ刺身,2,1639
D00003468,T0001136,G11,からあげ弁当,2,1233
D00003469,T0001136,G03,りんご,3,889
D00003470,T0001136,G14,ポテトチップス,2,354
D00003471,T0001136,G11,からあげ弁当,1,626
D00003472,T0001136,G03,りんご,1,296
D00003473,T0001137,G04,バナナ,3,687
D00003474,T0001137,G16,しょうゆ,3,917
D00003475,T0001138,G07,さば,1,456
D00003476,T0001138,G12,緑茶ペットボトル,3,437
D00003477,T0001139,G12,緑茶ペットボトル,1,138
D00003478,T0001140,G12,緑茶ペットボトル,3,447
D00003479,T0001140,G14,ポテトチップス,1,164
D00003480,T0001140,G09,こしひかり5kg,1,2902
D00003481,T0001140,G12,緑茶ペットボトル,2,270
D00003482,T0001141,G14,ポテトチップス,1,166
D00003483,T0001141,G01,トマト,1,273
D00003484,T0001141,G04,バナナ,2,447
D00003485,T0001142,G12,緑茶ペットボトル,2,298
D00003486,T0001142,G04,バナナ,3,642
D00003487,T0001142,G02,レタス,2,349
D00003488,T0001142,G12,緑茶ペットボトル,1,137
D00003489,T0001142,G15,チョコレート,2,421
D00003490,T0001143,G11,からあげ弁当,3,1739
D00003491,T0001143,G11,からあげ弁当,3,1754
D00003492,T0001143,G10,食パン,3,741
D00003493,T0001144,G10,食パン,2,475
D00003494,T0001145,G05,牛肉（国産）,1,1001
D00003495,T0001146,G15,チョコレート,2,473
D00003496,T0001146,G01,トマト,1,272
D00003497,T0001146,G16,しょうゆ,2,648
D00003498,T0001146,G02,レタス,2,395
D00003499,T0001146,G02,レタス,1,189
D00003500,T0001147,G02,レタス,3,586
D00003501,T0001147,G01,トマト,1,267
D00003502,T0001147,G11,からあげ弁当,2,1096
D00003503,T0001147,G02,レタス,3,565
D00003504,T0001147,G05,牛肉（国産）,3,2896
D00003505,T0001148,G04,バナナ,3,659
D00003506,T0001148,G02,レタス,1,172
D00003507,T0001148,G02,レタス,1,185
D00003508,T0001148,G06,鶏むね肉,3,1413
D00003509,T0001148,G07,さば,3,1256
D00003510,T0001149,G11,からあげ弁当,1,563
D00003511,T0001149,G14,ポテトチップス,3,494
D00003512,T0001150,G04,バナナ,1,199
D00003513,T0001150,G15,チョコレート,2,461
D00003514,T0001150,G10,食パン,3,748
D00003515,T0001150,G15,チョコレート,1,217
D00003516,T0001150,G10,食パン,1,236
D00003517,T0001151,G16,しょうゆ,1,347
D00003518,T0001151,G02,レタス,3,591
D00003519,T0001151,G10,食パン,2,452
D00003520,T0001152,G05,牛肉（国産）,1,876
D00003521,T0001152,G14,ポテトチップス,1,162
D00003522,T0001152,G11,からあげ弁当,1,562
D00003523,T0001152,G04,バナナ,2,397
D00003524,T0001153,G12,緑茶ペットボトル,1,129
D00003525,T0001153,G07,さば,1,457
D00003526,T0001153,G12,緑茶ペットボトル,3,389
D00003527,T0001154,G12,緑茶ペットボトル,1,148
D00003528,T0001154,G16,しょうゆ,3,997
D00003529,T0001154,G12,緑茶ペットボトル,3,426
D00003530,T0001154,G02,レタス,2,359
D00003531,T0001155,G14,ポテトチップス,2,322
D00003532,T0001155,G03,りんご,2,675
D00003533,T0001155,G15,チョコレート,1,218
D00003534,T0001156,G10,食パン,3,689
D00003535,T0001156,G07,さば,2,866
D00003536,T0001156,G15,チョコレート,2,460
D00003537,T0001156,G05,牛肉（国産）,1,872
D00003538,T0001156,G14,ポテトチップス,3,489
D00003539,T0001157,G15,チョコレート,3,724
D00003540,T0001157,G11,からあげ弁当,2,1118
D00003541,T0001158,G16,しょうゆ,1,333
D00003542,T0001158,G08,まぐろ刺身,2,1718
D00003543,T0001159,G02,レタス,3,589
D00003544,T0001160,G11,からあげ弁当,1,626
D00003545,T0001160,G10,食パン,2,492
D00003546,T0001160,G01,トマト,2,558
D00003547,T0001161,G04,バナナ,1,190
D00003548,T0001162,G04,バナナ,1,204
D00003549,T0001162,G01,トマト,3,728
D00003550,T0001162,G11,からあげ弁当,1,621
D00003551,T0001163,G04,バナナ,1,210
D00003552,T0001163,G15,チョコレート,2,421
D00003553,T0001163,G14,ポテトチップス,2,310
D00003554,T0001163,G05,牛肉（国産）,3,2695
D00003555,T0001163,G12,緑茶ペットボトル,1,133
D00003556,T0001164,G03,りんご,3,938
D00003557,T0001164,G04,バナナ,2,416
D00003558,T0001164,G02,レタス,2,399
D00003559,T0001164,G04,バナナ,2,410
D00003560,T0001165,G14,ポテトチップス,1,176
D00003561,T0001165,G05,牛肉（国産）,1,1015
D00003562,T0001166,G15,チョコレート,1,207
D00003563,T0001166,G11,からあげ弁当,3,1820
D00003564,T0001166,G14,ポテトチップス,1,177
D00003565,T0001166,G16,しょうゆ,2,613
D00003566,T0001167,G16,しょうゆ,2,727
D00003567,T0001167,G02,レタス,2,401
D00003568,T0001168,G06,鶏むね肉,3,1306
D00003569,T0001168,G04,バナナ,2,397
D00003570,T0001169,G01,トマト,3,854
D00003571,T0001169,G10,食パン,2,438
D00003572,T0001169,G01,トマト,2,515
D00003573,T0001169,G10,食パン,1,222
D00003574,T0001170,G13,コーヒー豆,1,749
D00003575,T0001170,G02,レタス,3,538
D00003576,T0001170,G12,緑茶ペットボトル,2,265
D00003577,T0001170,G01,トマト,1,263
D00003578,T0001171,G05,牛肉（国産）,3,2788
D00003579,T0001171,G07,さば,2,903
D00003580,T0001171,G08,まぐろ刺身,3,2499
D00003581,T0001171,G08,まぐろ刺身,2,1660
D00003582,T0001171,G09,こしひかり5kg,1,2836
D00003583,T0001172,G09,こしひかり5kg,2,5780
D00003584,T0001172,G08,まぐろ刺身,3,2749
D00003585,T0001172,G15,チョコレート,1,218
D00003586,T0001172,G01,トマト,2,545
D00003587,T0001173,G12,緑茶ペットボトル,3,430
D00003588,T0001174,G15,チョコレート,3,677
D00003589,T0001175,G03,りんご,1,320
D00003590,T0001175,G10,食パン,1,230
D00003591,T0001175,G12,緑茶ペットボトル,2,291
D00003592,T0001176,G01,トマト,1,284
D00003593,T0001176,G04,バナナ,2,455
D00003594,T0001176,G03,りんご,2,631
D00003595,T0001177,G09,こしひかり5kg,3,8915
D00003596,T0001177,G01,トマト,3,791
D00003597,T0001177,G10,食パン,3,693
D00003598,T0001177,G15,チョコレート,3,616
D00003599,T0001177,G11,からあげ弁当,1,556
D00003600,T0001178,G05,牛肉（国産）,3,2981
D00003601,T0001179,G14,ポテトチップス,1,152
D00003602,T0001179,G01,トマト,2,512
D00003603,T0001180,G13,コーヒー豆,3,2314
D00003604,T0001180,G12,緑茶ペットボトル,2,269
D00003605,T0001180,G11,からあげ弁当,2,1207
D00003606,T0001180,G01,トマト,1,268
D00003607,T0001181,G01,トマト,1,282
D00003608,T0001181,G16,しょうゆ,3,995
D00003609,T0001181,G14,ポテトチップス,1,178
D00003610,T0001181,G12,緑茶ペットボトル,3,391
D00003611,T0001182,G12,緑茶ペットボトル,1,139
D00003612,T0001182,G10,食パン,2,438
D00003613,T0001182,G05,牛肉（国産）,1,1018
D00003614,T0001183,G07,さば,3,1210
D00003615,T0001183,G13,コーヒー豆,1,827
D00003616,T0001183,G09,こしひかり5kg,2,5308
D00003617,T0001183,G06,鶏むね肉,1,453
D00003618,T0001183,G02,レタス,1,182
D00003619,T0001184,G16,しょうゆ,2,646
D00003620,T0001184,G12,緑茶ペットボトル,3,396
D00003621,T0001184,G01,トマト,3,828
D00003622,T0001184,G03,りんご,3,930
D00003623,T0001185,G15,チョコレート,1,236
D00003624,T0001185,G06,鶏むね肉,3,1505
D00003625,T0001186,G05,牛肉（国産）,2,1853
D00003626,T0001186,G12,緑茶ペットボトル,2,287
D00003627,T0001186,G11,からあげ弁当,3,1827
D00003628,T0001187,G07,さば,2,846
D00003629,T0001188,G05,牛肉（国産）,2,1919
D00003630,T0001188,G15,チョコレート,1,232
D00003631,T0001188,G08,まぐろ刺身,3,2713
D00003632,T0001188,G12,緑茶ペットボトル,2,248
D00003633,T0001188,G01,トマト,3,850
D00003634,T0001189,G14,ポテトチップス,3,548
D00003635,T0001189,G07,さば,1,432
D00003636,T0001189,G16,しょうゆ,3,932
D00003637,T0001190,G04,バナナ,2,405
D00003638,T0001190,G11,からあげ弁当,1,590
D00003639,T0001190,G12,緑茶ペットボトル,2,285
D00003640,T0001191,G04,バナナ,3,649
D00003641,T0001191,G02,レタス,2,342
D00003642,T0001191,G12,緑茶ペットボトル,1,147
D00003643,T0001191,G01,トマト,3,794
D00003644,T0001192,G12,緑茶ペットボトル,3,446
D00003645,T0001193,G11,からあげ弁当,2,1169
D00003646,T0001194,G06,鶏むね肉,2,960
D00003647,T0001194,G10,食パン,2,456
D00003648,T0001195,G02,レタス,2,361
D00003649,T0001195,G04,バナナ,2,405
D00003650,T0001195,G15,チョコレート,2,447
D00003651,T0001195,G01,トマト,1,262
D00003652,T0001196,G10,食パン,3,666
D00003653,T0001196,G15,チョコレート,1,216
D00003654,T0001196,G12,緑茶ペットボトル,2,265
D00003655,T0001196,G10,食パン,2,455
D00003656,T0001197,G04,バナナ,1,202
D00003657,T0001197,G15,チョコレート,1,238
D00003658,T0001197,G12,緑茶ペットボトル,3,395
D00003659,T0001197,G04,バナナ,2,459
D00003660,T0001198,G02,レタス,2,377
D00003661,T0001199,G01,トマト,1,286
D00003662,T0001199,G08,まぐろ刺身,1,898
D00003663,T0001199,G03,りんご,2,597
D00003664,T0001200,G16,しょうゆ,3,1026
D00003665,T0001201,G13,コーヒー豆,2,1522
D00003666,T0001201,G01,トマト,3,756
D00003667,T0001201,G05,牛肉（国産）,2,1947
D00003668,T0001201,G02,レタス,3,575
D00003669,T0001202,G08,まぐろ刺身,2,1802
D00003670,T0001202,G12,緑茶ペットボトル,1,133
D00003671,T0001202,G08,まぐろ刺身,2,1687
D00003672,T0001203,G06,鶏むね肉,3,1337
D00003673,T0001203,G15,チョコレート,2,461
D00003674,T0001203,G01,トマト,1,279
D00003675,T0001204,G12,緑茶ペットボトル,2,277
D00003676,T0001205,G05,牛肉（国産）,3,2616
D00003677,T0001205,G15,チョコレート,2,407
D00003678,T0001205,G05,牛肉（国産）,1,893
D00003679,T0001206,G12,緑茶ペットボトル,1,133
D00003680,T0001206,G05,牛肉（国産）,2,1917
D00003681,T0001206,G11,からあげ弁当,2,1161
D00003682,T0001207,G08,まぐろ刺身,1,776
D00003683,T0001207,G02,レタス,2,366
D00003684,T0001207,G04,バナナ,3,666
D00003685,T0001207,G03,りんご,2,611
D00003686,T0001207,G12,緑茶ペットボトル,2,294
D00003687,T0001208,G07,さば,2,793
D00003688,T0001208,G08,まぐろ刺身,1,776
D00003689,T0001209,G05,牛肉（国産）,1,1008
D00003690,T0001209,G14,ポテトチップス,1,179
D00003691,T0001209,G10,食パン,1,235
D00003692,T0001209,G13,コーヒー豆,3,2655
D00003693,T0001210,G11,からあげ弁当,3,1888
D00003694,T0001211,G08,まぐろ刺身,1,800
D00003695,T0001212,G05,牛肉（国産）,2,1859
D00003696,T0001213,G04,バナナ,1,203
D00003697,T0001213,G05,牛肉（国産）,2,1739
D00003698,T0001214,G05,牛肉（国産）,2,1746
D00003699,T0001215,G07,さば,3,1311
D00003700,T0001215,G09,こしひかり5kg,3,7508
D00003701,T0001215,G04,バナナ,2,396
D00003702,T0001216,G03,りんご,2,606
D00003703,T0001216,G06,鶏むね肉,2,949
D00003704,T0001216,G01,トマト,2,495
D00003705,T0001217,G01,トマト,1,287
D00003706,T0001218,G05,牛肉（国産）,3,3093
D00003707,T0001218,G02,レタス,2,377
D00003708,T0001218,G06,鶏むね肉,1,489
D00003709,T0001218,G12,緑茶ペットボトル,3,385
D00003710,T0001218,G08,まぐろ刺身,1,806
D00003711,T0001219,G05,牛肉（国産）,3,2815
D00003712,T0001219,G07,さば,2,909
D00003713,T0001219,G02,レタス,3,534
D00003714,T0001220,G01,トマト,3,832
D00003715,T0001220,G12,緑茶ペットボトル,2,292
D00003716,T0001220,G04,バナナ,2,435
D00003717,T0001220,G09,こしひかり5kg,1,2776
D00003718,T0001221,G10,食パン,1,241
D00003719,T0001222,G04,バナナ,2,414
D00003720,T0001223,G16,しょうゆ,3,1039
D00003721,T0001224,G10,食パン,3,729
D00003722,T0001224,G07,さば,2,907
D00003723,T0001224,G15,チョコレート,1,234
D00003724,T0001224,G11,からあげ弁当,1,525
D00003725,T0001224,G05,牛肉（国産）,1,1032
D00003726,T0001225,G11,からあげ弁当,1,576
D00003727,T0001225,G08,まぐろ刺身,3,2592
D00003728,T0001225,G12,緑茶ペットボトル,1,147
D00003729,T0001225,G12,緑茶ペットボトル,3,379
D00003730,T0001226,G03,りんご,3,912
D00003731,T0001226,G09,こしひかり5kg,2,5776
D00003732,T0001226,G01,トマト,1,243
D00003733,T0001226,G04,バナナ,2,437
D00003734,T0001227,G12,緑茶ペットボトル,3,423
D00003735,T0001227,G07,さば,2,782
D00003736,T0001228,G04,バナナ,2,382
D00003737,T0001228,G03,りんご,1,321
D00003738,T0001228,G05,牛肉（国産）,1,901
D00003739,T0001228,G12,緑茶ペットボトル,1,146
D00003740,T0001228,G02,レタス,1,201
D00003741,T0001229,G12,緑茶ペットボトル,1,137
D00003742,T0001229,G11,からあげ弁当,1,565
D00003743,T0001230,G02,レタス,1,178
D00003744,T0001230,G15,チョコレート,3,613
D00003745,T0001230,G10,食パン,2,430
D00003746,T0001230,G04,バナナ,3,657
D00003747,T0001230,G06,鶏むね肉,2,900
D00003748,T0001231,G10,食パン,1,231
D00003749,T0001231,G01,トマト,2,570
D00003750,T0001231,G13,コーヒー豆,3,2484
D00003751,T0001231,G14,ポテトチップス,2,334
D00003752,T0001231,G15,チョコレート,3,609
D00003753,T0001232,G01,トマト,2,532
D00003754,T0001232,G05,牛肉（国産）,3,2876
D00003755,T0001232,G03,りんご,3,857
